City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Tongliao,CN,2021-10-03 06:14:31,43.6125,122.2653,70.5,27,73,13.94
296,Gorontalo,ID,2021-10-03 06:14:31,0.5412,123.0595,85.24,73,94,2.64
297,Makariv,UA,2021-10-03 06:14:32,50.4641,29.8113,48.22,60,5,7.94
298,Shubarkuduk,KZ,2021-10-03 06:14:32,49.1447,56.4872,50.27,53,99,8.97
299,Deputatskiy,RU,2021-10-03 06:09:17,69.3,139.9,19.42,84,15,3.76
300,Eyl,SO,2021-10-03 06:14:33,7.9803,49.8164,78.6,79,99,14.5
301,Jinchang,CN,2021-10-03 06:14:33,38.4953,102.1739,54.91,25,100,12.24
302,Laguna,US,2021-10-03 06:14:34,38.421,-121.4238,76.05,48,1,3.44
303,Umm Lajj,SA,2021-10-03 06:08:14,25.0213,37.2685,83.89,48,1,13.35
304,Tomohon,ID,2021-10-03 06:14:34,1.3346,124.8392,79.74,84,91,1.01
305,Porto Belo,BR,2021-10-03 06:14:35,-27.1578,-48.5531,71.17,95,100,8.95
306,Camacha,PT,2021-10-03 06:14:35,33.0833,-16.3333,67.42,73,40,9.22
307,Cap Malheureux,MU,2021-10-03 06:14:35,-19.9842,57.6142,75.47,72,21,11.99
308,Petropavlovsk-Kamchatskiy,RU,2021-10-03 06:14:36,53.0452,158.6483,46.99,87,90,6.71
309,Soubre,CI,2021-10-03 06:14:37,5.7856,-6.6083,71.74,99,95,1.95
310,Port Blair,IN,2021-10-03 06:14:37,11.6667,92.75,84.42,72,48,12.33
311,Sovetskiy,RU,2021-10-03 06:14:37,61.3614,63.5842,36.86,56,23,10.07
312,Jiuquan,CN,2021-10-03 06:14:38,39.7432,98.5174,51.19,32,100,3.74
313,Khorixas,NA,2021-10-03 06:14:38,-20.3667,14.9667,57.16,46,0,4.09
314,Juba,SS,2021-10-03 06:14:39,4.8517,31.5825,73.96,83,97,3.6
315,Melita,CA,2021-10-03 06:14:39,49.2681,-100.9967,51.96,43,21,1.52
316,Maldonado,UY,2021-10-03 06:14:40,-34.6667,-54.9167,57.22,89,77,6.8
317,Dalby,AU,2021-10-03 06:14:40,-27.1833,151.2667,82.45,20,0,11.56
318,Amga,RU,2021-10-03 06:14:41,60.8953,131.9608,33.22,73,100,3.42
319,Roald,NO,2021-10-03 06:14:41,62.5833,6.1333,57.25,54,0,18.41
320,Aberfeldy,GB,2021-10-03 06:14:42,56.62,-3.8645,45.48,97,69,4.56
321,Charters Towers,AU,2021-10-03 06:14:42,-20.1,146.2667,98.71,11,1,4.76
322,San Luis,AR,2021-10-03 06:14:42,-33.295,-66.3356,45.79,25,0,8.14
323,Tuatapere,NZ,2021-10-03 06:14:43,-46.1333,167.6833,50.83,81,100,4.41
324,Jiangyou,CN,2021-10-03 06:14:43,31.7667,104.7167,76.77,81,93,9.51
325,Ilhabela,BR,2021-10-03 06:14:44,-23.7781,-45.3581,70.77,89,100,1.34
326,San-Pedro,CI,2021-10-03 06:14:44,4.7485,-6.6363,74.19,94,94,3.74
327,Nemuro,JP,2021-10-03 06:14:45,43.3236,145.575,60.51,72,46,6.46
328,Shirokiy,RU,2021-10-03 06:14:45,49.758,129.523,42.42,88,100,5.1
329,Chengde,CN,2021-10-03 06:14:45,40.9725,117.9361,62.46,97,100,0.54
330,Bud,US,2021-10-03 06:14:46,39.447,-86.1758,69.89,94,100,12.24
331,Phuket,TH,2021-10-03 06:14:46,8.0,98.25,89.82,66,20,8.05
332,Tokat,TR,2021-10-03 06:14:47,40.4167,36.5833,43.77,87,92,3.31
333,Rovaniemi,FI,2021-10-03 06:14:47,66.5,25.7167,45.81,93,90,9.22
334,Pryazha,RU,2021-10-03 06:14:47,61.6926,33.6216,44.06,85,91,4.32
335,Buraydah,SA,2021-10-03 06:14:48,26.326,43.975,90.32,10,5,7.0
336,Ostrovnoy,RU,2021-10-03 06:14:48,68.0531,39.5131,47.34,84,99,16.96
337,Mehamn,NO,2021-10-03 06:14:49,71.0357,27.8492,49.21,72,92,22.12
338,Gunjur,GM,2021-10-03 06:14:49,13.2019,-16.7339,75.27,100,40,9.22
339,Santa Isabel Do Rio Negro,BR,2021-10-03 06:14:50,-0.4139,-65.0192,72.95,99,94,1.7
340,Tual,ID,2021-10-03 06:14:50,-5.6667,132.75,81.39,70,79,7.0
341,Manuk Mangkaw,PH,2021-10-03 06:14:50,4.8,119.85,84.24,66,97,3.69
342,Alto Longa,BR,2021-10-03 06:14:51,-5.2511,-42.2103,76.08,67,19,3.98
343,Vilcun,CL,2021-10-03 06:14:51,-38.65,-72.2333,34.97,98,69,2.68
344,Sattahip,TH,2021-10-03 06:14:52,12.6664,100.9007,89.29,74,20,8.05
345,Kangaatsiaq,GL,2021-10-03 06:14:52,68.3065,-53.4641,29.34,85,80,11.01
346,Egvekinot,RU,2021-10-03 06:14:53,66.3167,-179.1667,18.84,96,94,3.0
347,Nanortalik,GL,2021-10-03 06:14:53,60.1432,-45.2371,40.12,75,4,6.02
348,Corinto,GR,2021-10-03 06:13:41,37.9407,22.9573,67.41,58,2,1.01
349,Ust-Ishim,RU,2021-10-03 06:14:54,57.6935,71.1665,35.62,70,100,7.56
350,Victor Harbor,AU,2021-10-03 06:14:54,-35.5667,138.6167,65.8,66,73,5.99
351,Cerro Largo,BR,2021-10-03 06:14:55,-28.1486,-54.7381,66.78,96,100,0.87
352,Verkhnevilyuysk,RU,2021-10-03 06:12:11,63.4453,120.3167,42.53,46,49,2.57
353,Abu Samrah,SY,2021-10-03 06:14:56,35.3029,37.1841,72.95,60,0,14.07
354,Awbari,LY,2021-10-03 06:14:56,26.5921,12.7805,72.37,40,45,6.76
355,Kargasok,RU,2021-10-03 06:14:57,59.0556,80.8572,35.26,87,98,3.49
356,Playas,EC,2021-10-03 06:14:57,-2.6333,-80.3833,69.33,82,98,10.85
357,Hilton Head Island,US,2021-10-03 06:14:57,32.2163,-80.7526,74.98,88,1,0.0
358,Porto Empedocle,IT,2021-10-03 06:10:45,37.2934,13.5264,69.89,76,8,7.83
359,Samarai,PG,2021-10-03 06:14:58,-10.6167,150.6667,82.81,75,16,9.73
360,Melfi,IT,2021-10-03 06:14:59,40.9965,15.6514,60.4,70,82,3.36
361,Faanui,PF,2021-10-03 06:08:41,-16.4833,-151.75,79.54,69,12,9.62
362,Cayenne,GF,2021-10-03 06:14:59,4.9333,-52.3333,80.1,85,20,1.01
363,Haines Junction,CA,2021-10-03 06:15:00,60.7522,-137.5108,32.97,98,100,4.27
364,Powell River,CA,2021-10-03 06:15:00,49.8496,-124.5361,57.09,87,100,3.24
365,Pascagoula,US,2021-10-03 06:12:56,30.3658,-88.5561,75.25,100,75,0.0
366,Vanimo,PG,2021-10-03 06:15:01,-2.6741,141.3028,80.67,80,100,2.3
367,Samfya,ZM,2021-10-03 06:15:01,-11.3649,29.5565,77.63,51,53,6.69
368,Lorengau,PG,2021-10-03 06:15:03,-2.0226,147.2712,85.14,65,55,6.76
369,Bam,IR,2021-10-03 06:15:10,29.106,58.357,85.66,14,25,18.39
370,Cam Ranh,VN,2021-10-03 06:15:11,11.9214,109.1591,84.16,70,75,3.44
371,Mende,FR,2021-10-03 06:15:11,44.6667,3.5,53.55,95,100,15.52
372,Visnes,NO,2021-10-03 06:15:12,59.3556,5.2242,59.22,88,75,32.21
373,Millinocket,US,2021-10-03 06:15:12,45.6573,-68.7098,50.02,94,75,0.0
374,Springbok,ZA,2021-10-03 06:15:13,-29.6643,17.8865,41.58,49,0,12.66
375,Kirkland Lake,CA,2021-10-03 06:15:14,48.1446,-80.0377,47.07,95,74,5.17
376,Comodoro Rivadavia,AR,2021-10-03 06:15:14,-45.8667,-67.5,46.26,53,0,13.8
377,Tarazona,ES,2021-10-03 06:15:15,41.9,-1.7333,64.22,70,100,14.85
378,Murgab,TM,2021-10-03 06:15:15,37.4966,61.9714,58.87,33,0,9.22
379,Leningradskiy,RU,2021-10-03 06:08:54,69.3833,178.4167,18.27,76,34,5.79
380,Guiren,CN,2021-10-03 06:15:16,33.6697,118.1889,91.99,44,66,12.95
381,Grand-Santi,GF,2021-10-03 06:15:17,4.25,-54.3833,71.6,99,90,2.26
382,Laredo,US,2021-10-03 06:15:17,27.5064,-99.5075,80.85,83,1,6.91
383,Taoudenni,ML,2021-10-03 06:15:17,22.6783,-3.9836,85.95,13,52,1.68
384,Sibu,MY,2021-10-03 06:15:18,2.3,111.8167,83.79,66,100,1.95
385,Rawson,AR,2021-10-03 06:15:18,-43.3002,-65.1023,43.11,39,5,8.14
386,Salalah,OM,2021-10-03 06:09:01,17.0151,54.0924,84.29,74,75,13.8
387,Santo Antonio De Posse,BR,2021-10-03 06:15:19,-22.6061,-46.9194,66.22,89,100,2.77
388,Conselheiro Pena,BR,2021-10-03 06:15:20,-19.1722,-41.4722,74.44,85,59,4.25
389,Zavyalovo,RU,2021-10-03 06:15:20,54.5053,82.4484,40.82,92,100,15.52
390,Tiarei,PF,2021-10-03 06:15:20,-17.5333,-149.3333,80.62,75,10,10.29
391,Elk City,US,2021-10-03 06:15:21,35.412,-99.4043,61.29,94,1,0.0
392,Kaeo,NZ,2021-10-03 06:15:21,-35.1,173.7833,62.33,90,100,13.04
393,Boa Vista,BR,2021-10-03 06:15:22,2.8197,-60.6733,80.58,74,20,4.61
394,Talnakh,RU,2021-10-03 06:08:28,69.4865,88.3972,24.93,89,38,1.88
395,Pavlodar,KZ,2021-10-03 06:15:22,52.3,76.95,42.6,56,20,8.95
396,Puerto Madero,MX,2021-10-03 06:15:23,14.7208,-92.4215,77.2,100,40,0.0
397,Pokhara,NP,2021-10-03 06:15:23,28.2333,83.9833,77.47,71,72,4.94
398,Beloha,MG,2021-10-03 06:15:23,-25.1667,45.05,82.99,33,33,3.76
399,Quesnel,CA,2021-10-03 06:14:45,52.9999,-122.5029,46.9,93,75,2.3
400,Havelock,US,2021-10-03 06:15:24,34.8791,-76.9013,74.93,80,1,0.0
401,Iracoubo,GF,2021-10-03 06:15:24,5.4802,-53.2011,79.83,80,45,8.23
402,Kiyasovo,RU,2021-10-03 06:15:25,56.3491,53.1244,43.83,80,100,4.99
403,Mozarlandia,BR,2021-10-03 06:15:25,-14.7447,-50.5706,80.8,51,4,4.23
404,Hit,IQ,2021-10-03 06:15:26,33.6416,42.8251,91.85,13,3,9.22
405,Inhambane,MZ,2021-10-03 06:15:26,-23.865,35.3833,73.38,100,75,4.61
406,Chermoz,RU,2021-10-03 06:15:27,58.787,56.1489,37.4,74,42,7.27
407,Bundibugyo,UG,2021-10-03 06:15:27,0.7414,30.0417,67.15,99,100,2.17
408,Yulara,AU,2021-10-03 06:15:28,-25.2406,130.9889,82.26,13,0,9.44
409,Maymyo,MM,2021-10-03 06:15:29,22.0333,96.4667,81.77,75,61,4.72
410,Hay River,CA,2021-10-03 06:09:12,60.8156,-115.7999,46.13,58,41,13.49
411,Muleba,TZ,2021-10-03 06:15:30,-1.8397,31.6544,71.62,65,97,6.02
412,Shahr-E Babak,IR,2021-10-03 06:15:30,30.1165,55.1186,73.44,20,59,1.12
413,Madras,IN,2021-10-03 06:14:43,13.0878,80.2785,89.58,70,75,8.05
414,La Solana,ES,2021-10-03 06:15:31,38.9442,-3.2381,59.4,63,94,9.01
415,Novovasylivka,UA,2021-10-03 06:15:31,46.8315,35.7536,56.08,54,26,18.43
416,Srednekolymsk,RU,2021-10-03 06:15:31,67.45,153.6833,25.81,82,93,8.25
417,Torbay,CA,2021-10-03 06:09:08,47.6666,-52.7314,54.28,94,100,5.01
418,Dunedin,NZ,2021-10-03 06:15:32,-45.8742,170.5036,50.81,82,100,3.0
419,Kyra,RU,2021-10-03 06:15:33,49.5776,111.9753,37.09,95,100,1.59
420,Suzun,RU,2021-10-03 06:15:33,53.7841,82.3116,38.79,72,100,10.0
421,San Cristobal,VE,2021-10-03 06:10:31,7.7669,-72.225,65.37,90,45,1.48
422,Parkes,AU,2021-10-03 06:15:34,-33.1333,148.1833,69.35,52,78,7.0
423,Hami,CN,2021-10-03 06:15:34,42.8,93.45,57.63,20,100,5.59
424,Ryotsu,JP,2021-10-03 06:15:35,38.0833,138.4333,73.63,65,0,5.35
425,Keetmanshoop,NA,2021-10-03 06:15:35,-26.5833,18.1333,49.12,71,0,2.68
426,Mogadouro,PT,2021-10-03 06:15:35,41.3403,-6.7119,57.78,77,100,12.66
427,Itarema,BR,2021-10-03 06:15:36,-2.9248,-39.9167,78.3,82,8,15.64
428,Hambantota,LK,2021-10-03 06:08:57,6.1241,81.1185,88.14,74,40,8.05
429,Muravlenko,RU,2021-10-03 06:15:36,63.7898,74.523,29.19,88,99,16.44
430,Sutton Coldfield,GB,2021-10-03 06:14:38,52.5667,-1.8167,48.04,89,0,3.0
431,Labuan,MY,2021-10-03 06:15:37,5.2767,115.2417,87.96,83,20,0.0
432,Cockburn Town,TC,2021-10-03 06:06:36,21.4612,-71.1419,83.14,73,20,17.72
433,Photharam,TH,2021-10-03 06:15:38,13.6923,99.8497,91.85,54,100,4.05
434,Zhangye,CN,2021-10-03 06:15:39,38.9342,100.4517,55.96,24,82,11.27
435,Aras,ES,2021-10-03 06:15:39,42.5617,-2.356,59.41,88,90,5.75
436,Luderitz,NA,2021-10-03 06:15:39,-26.6481,15.1594,55.42,65,0,18.84
437,Rimbey,CA,2021-10-03 06:15:40,52.6334,-114.2353,52.72,67,45,6.96
438,Jiwani,PK,2021-10-03 06:15:40,25.05,61.7417,83.46,79,99,11.25
439,Acapulco,MX,2021-10-03 06:11:27,16.8634,-99.8901,78.51,87,79,3.4
440,Alice Springs,AU,2021-10-03 06:08:48,-23.7,133.8833,83.75,20,0,9.22
441,Biak,ID,2021-10-03 06:15:41,-0.9131,122.8766,82.11,73,61,5.32
442,Mackenzie,CA,2021-10-03 06:15:42,55.2999,-123.1698,43.02,56,1,9.22
443,Nioro,GM,2021-10-03 06:15:42,13.35,-15.75,76.53,91,97,2.55
444,Sambava,MG,2021-10-03 06:15:43,-14.2667,50.1667,75.15,69,62,9.91
445,Tobane,BW,2021-10-03 06:15:43,-21.95,27.9,76.95,22,0,7.02
446,Ukiah,US,2021-10-03 06:15:00,39.1502,-123.2078,71.02,46,1,0.0
447,Lagos,NG,2021-10-03 06:14:33,6.5833,3.75,75.79,92,94,3.71
448,Bosaso,SO,2021-10-03 06:15:44,11.2842,49.1816,94.01,44,2,2.21
449,Virtsu,EE,2021-10-03 06:15:44,58.5716,23.5115,51.94,88,36,20.54
450,Tezu,IN,2021-10-03 06:15:45,27.9167,96.1667,87.57,56,93,1.14
451,Lewistown,US,2021-10-03 06:15:45,40.5992,-77.5714,55.67,100,90,0.0
452,Scarborough,GB,2021-10-03 06:11:27,54.2797,-0.4044,48.51,87,58,1.99
453,Banda Aceh,ID,2021-10-03 06:15:46,5.5577,95.3222,84.25,70,97,5.41
454,Saint-Pierre,RE,2021-10-03 06:08:31,-21.3393,55.4781,76.68,65,0,5.75
455,Terrak,NO,2021-10-03 06:15:46,65.087,12.3715,55.27,80,79,22.1
456,Yichang,CN,2021-10-03 06:13:28,30.7144,111.2847,99.64,34,2,7.85
457,Aasiaat,GL,2021-10-03 06:15:47,68.7098,-52.8699,17.83,95,89,8.66
458,Kavieng,PG,2021-10-03 06:10:36,-2.5744,150.7967,85.53,66,58,7.25
459,Mumford,GH,2021-10-03 06:15:48,5.2618,-0.759,75.83,90,95,8.52
460,Coquimbo,CL,2021-10-03 06:13:16,-29.9533,-71.3436,49.73,87,0,2.3
461,Aksu,CN,2021-10-03 06:15:48,41.1231,80.2644,60.96,37,53,15.99
462,Ambikapur,IN,2021-10-03 06:15:49,23.1167,83.2,84.47,62,3,6.17
463,Storforshei,NO,2021-10-03 06:15:49,66.4043,14.5233,52.66,92,100,6.67
464,Holme,DK,2021-10-03 06:15:50,56.1138,10.1725,59.65,94,100,22.37
465,Le Vauclin,MQ,2021-10-03 06:15:50,14.5452,-60.8388,79.84,83,90,9.22
466,Tanout,NE,2021-10-03 06:15:53,14.9709,8.8879,81.5,20,5,9.06
467,Sebinkarahisar,TR,2021-10-03 06:16:15,40.2883,38.4236,48.9,95,100,2.66
468,Saint-Joseph,RE,2021-10-03 06:16:30,-21.3667,55.6167,77.38,67,22,10.94
469,Ahuimanu,US,2021-10-03 06:16:31,21.4447,-157.8378,80.31,69,20,6.91
470,Kirakira,SB,2021-10-03 06:16:31,-10.4544,161.9205,81.63,80,77,2.77
471,Manga,BF,2021-10-03 06:16:32,11.6636,-1.0731,75.36,78,94,6.44
472,Slave Lake,CA,2021-10-03 06:14:34,55.2834,-114.769,45.16,64,89,4.23
473,Macusani,PE,2021-10-03 06:16:32,-14.0833,-70.4333,39.38,77,90,1.12
474,Parabel,RU,2021-10-03 06:16:33,58.6978,81.4825,35.85,87,100,4.61
475,Hamilton,US,2021-10-03 06:14:17,39.1834,-84.5333,71.76,90,90,1.01
476,Port Hedland,AU,2021-10-03 06:16:33,-20.3167,118.5667,86.05,21,2,14.97
477,Victoria,HK,2021-10-03 06:06:20,22.2855,114.1577,86.97,78,65,7.0
478,La Reforma,MX,2021-10-03 06:16:34,25.0833,-108.05,80.26,68,100,4.38
479,Matadi,CD,2021-10-03 06:16:34,-5.8167,13.45,75.33,81,96,3.33
480,Izhma,RU,2021-10-03 06:16:35,65.0083,53.9113,37.83,65,98,4.45
481,Lhokseumawe,ID,2021-10-03 06:16:35,5.1801,97.1507,84.87,72,100,5.26
482,Tallahassee,US,2021-10-03 06:15:34,30.4383,-84.2807,77.63,95,1,3.44
483,Agirish,RU,2021-10-03 06:16:36,61.9247,63.0231,36.16,58,23,8.97
484,Waddan,LY,2021-10-03 06:16:36,29.1614,16.139,71.58,47,0,8.84
485,Jalu,LY,2021-10-03 06:16:36,29.0331,21.5482,68.56,59,2,9.64
486,Coromandel,BR,2021-10-03 06:16:37,-18.4733,-47.2003,74.07,53,56,2.98
487,Kalevala,RU,2021-10-03 06:16:38,65.2,31.1667,43.56,91,95,5.46
488,Olafsvik,IS,2021-10-03 06:16:38,64.8945,-23.7142,40.12,80,100,31.38
489,Quatre Cocos,MU,2021-10-03 06:16:39,-20.2078,57.7625,74.08,64,25,17.11
490,Evensk,RU,2021-10-03 06:12:17,61.95,159.2333,36.64,84,99,12.64
491,Kuna,US,2021-10-03 06:12:02,43.4918,-116.4201,60.78,45,1,4.61
492,Mitu,CO,2021-10-03 06:16:40,1.1983,-70.1733,72.16,94,100,2.53
493,Paysandu,UY,2021-10-03 06:16:40,-32.3214,-58.0756,56.61,83,77,14.05
494,Saint-Francois,FR,2021-10-03 06:16:41,46.4154,3.9054,67.68,64,0,20.71
495,Manta,EC,2021-10-03 06:16:41,-0.95,-80.7333,71.38,83,90,13.8
496,Sao Jose Da Coroa Grande,BR,2021-10-03 06:16:42,-8.8978,-35.1478,75.61,86,21,12.97
497,Kuusamo,FI,2021-10-03 06:16:42,65.9667,29.1833,44.64,93,90,9.22
498,Hillsboro,US,2021-10-03 06:14:39,45.5229,-122.9898,57.25,81,1,0.0
499,Matveyevka,RU,2021-10-03 06:16:43,52.15,56.1833,50.95,67,100,8.93
500,Eskil,TR,2021-10-03 06:16:44,38.4017,33.4131,58.73,47,1,7.99
501,Ulladulla,AU,2021-10-03 06:09:07,-35.35,150.4667,73.09,57,56,5.26
502,San Quintin,MX,2021-10-03 06:16:44,30.4833,-115.95,74.12,52,92,2.95
503,Riverton,US,2021-10-03 06:15:00,40.5219,-111.9391,62.31,47,1,3.0
504,Imeni Poliny Osipenko,RU,2021-10-03 06:10:46,52.4201,136.4853,50.65,35,84,0.63
505,Luanda,AO,2021-10-03 06:16:01,-8.8368,13.2343,71.6,83,75,6.91
506,Dali,CN,2021-10-03 06:16:45,25.7,100.1833,74.37,57,26,7.07
507,Valparaiso,CL,2021-10-03 06:08:28,-33.0393,-71.6273,49.64,66,0,5.75
508,Burley,US,2021-10-03 06:13:45,42.5357,-113.7928,53.51,43,1,4.61
509,Bela,IN,2021-10-03 06:16:46,25.9333,81.9833,90.27,59,3,6.64
510,Hendaye,FR,2021-10-03 06:16:47,43.3717,-1.7738,65.07,93,75,5.75
511,Lilongwe,MW,2021-10-03 06:16:47,-13.9669,33.7873,79.0,50,0,13.8
512,Cravo Norte,CO,2021-10-03 06:16:48,6.3017,-70.2041,75.97,84,55,4.68
513,Dom Pedrito,BR,2021-10-03 06:16:48,-30.9828,-54.6731,56.86,97,91,6.6
514,Shihezi,CN,2021-10-03 06:16:49,44.3,86.0333,52.27,38,18,6.35
515,Taksimo,RU,2021-10-03 06:16:49,56.3444,114.8794,45.59,46,75,1.32
516,Omachi,JP,2021-10-03 06:16:50,36.5,137.8667,77.74,41,0,2.15
517,Nalobikha,RU,2021-10-03 06:16:50,53.2006,84.6039,34.93,91,100,11.54
518,Richards Bay,ZA,2021-10-03 06:16:50,-28.783,32.0377,60.53,82,100,15.66
519,Senanga,ZM,2021-10-03 06:16:51,-16.1167,23.2667,74.64,60,34,5.53
520,Bandarbeyla,SO,2021-10-03 06:16:51,9.4942,50.8122,85.03,64,41,21.3
521,Gornopravdinsk,RU,2021-10-03 06:16:52,60.05,69.9,33.37,84,100,10.04
522,Lagoa,PT,2021-10-03 06:09:24,39.05,-27.9833,68.95,81,99,7.72
523,Olinda,BR,2021-10-03 06:08:13,-8.0089,-34.8553,78.53,78,40,10.36
524,Mehran,IR,2021-10-03 06:16:52,33.1222,46.1646,99.88,9,0,3.94
525,Uinskoye,RU,2021-10-03 06:16:53,56.8817,56.5813,40.28,64,95,7.34
526,Beringovskiy,RU,2021-10-03 06:16:53,63.05,179.3167,36.72,98,100,5.86
527,Braganca,BR,2021-10-03 06:16:54,-1.0536,-46.7656,73.18,88,66,1.3
528,Boddam,GB,2021-10-03 06:16:54,57.4667,-1.7833,45.12,80,60,16.31
529,Jatai,BR,2021-10-03 06:16:55,-17.8814,-51.7144,76.98,50,26,4.74
530,Sur,OM,2021-10-03 06:16:55,22.5667,59.5289,86.09,65,100,20.56
531,Narino,CO,2021-10-03 06:16:56,5.6089,-75.1766,65.34,98,94,2.04
532,Ponnani,IN,2021-10-03 06:16:56,10.767,75.9252,81.72,72,88,2.35
533,Martapura,ID,2021-10-03 06:16:56,-3.4167,114.85,89.69,58,40,6.91
534,Wanlaweyn,SO,2021-10-03 06:16:57,2.6185,44.8938,83.82,59,75,13.53
535,Lososina,RU,2021-10-03 06:16:57,48.9975,140.3106,57.02,43,31,9.53
536,Ulhasnagar,IN,2021-10-03 06:16:58,19.2167,73.15,91.4,65,94,1.36
537,Katangli,RU,2021-10-03 06:16:58,51.7102,143.2326,51.91,41,56,13.29
538,Grand Island,US,2021-10-03 06:15:59,40.925,-98.342,53.29,81,41,6.89
539,Kloulklubed,PW,2021-10-03 06:10:47,7.0419,134.2556,86.5,75,86,11.12
540,Siimusti,EE,2021-10-03 06:16:59,58.7277,26.3437,44.49,85,33,9.26
541,Kirillov,RU,2021-10-03 06:17:00,59.863,38.3813,44.53,85,100,3.62
542,Waingapu,ID,2021-10-03 06:17:00,-9.6567,120.2641,85.1,63,69,8.61
543,Ostuacan,MX,2021-10-03 06:17:00,17.4167,-93.3,71.47,95,97,1.03
544,Eureka,US,2021-10-03 06:13:17,40.8021,-124.1637,56.68,93,43,1.36
545,Raudeberg,NO,2021-10-03 06:17:01,61.9875,5.1352,56.07,66,100,8.99
546,Tuy Hoa,VN,2021-10-03 06:17:02,13.0833,109.3,84.7,70,98,8.97
547,Ozernovskiy,RU,2021-10-03 06:12:17,51.5,156.5167,46.62,96,100,21.63
548,Manacapuru,BR,2021-10-03 06:17:02,-3.2997,-60.6206,77.58,95,35,4.21
549,Vanavara,RU,2021-10-03 06:17:03,60.34,102.2797,40.82,62,90,8.86
550,Ancud,CL,2021-10-03 06:16:35,-41.8697,-73.8203,42.33,84,59,5.86
551,Tateyama,JP,2021-10-03 06:10:21,34.9833,139.8667,79.14,74,11,9.44
552,Nanga Eboko,CM,2021-10-03 06:17:04,4.6833,12.3667,66.96,99,100,0.76
553,Catuday,PH,2021-10-03 06:17:04,16.2923,119.8062,84.22,72,65,9.55
554,Vicuna,CL,2021-10-03 06:17:05,-30.0319,-70.7081,42.53,62,2,1.36
555,Cullman,US,2021-10-03 06:15:08,34.1748,-86.8436,70.72,93,40,1.99
556,Dortyol,TR,2021-10-03 06:17:13,36.8616,36.2289,78.46,62,1,6.29
557,Huzhou,CN,2021-10-03 06:17:13,30.8703,120.0933,89.06,44,5,12.26
558,College,US,2021-10-03 06:17:15,64.8569,-147.8028,34.59,95,90,3.44
559,Lahan,NP,2021-10-03 06:17:15,26.7296,86.4951,76.62,90,100,4.59
560,Trairi,BR,2021-10-03 06:15:13,-3.2778,-39.2689,78.42,81,20,12.93
561,Champerico,GT,2021-10-03 06:17:16,14.3,-91.9167,81.36,84,97,3.51
562,Tomatlan,MX,2021-10-03 06:17:16,19.9333,-105.25,74.25,94,50,3.31
563,Emerald,AU,2021-10-03 06:17:17,-23.5333,148.1667,94.33,13,0,4.59
564,Palana,RU,2021-10-03 06:17:17,59.1167,159.9667,43.0,75,100,8.88
565,Izumo,JP,2021-10-03 06:17:18,35.3667,132.7667,82.29,44,0,5.75
566,Yaan,NG,2021-10-03 06:17:18,7.3833,8.5667,72.93,96,62,5.73
